Year,Election,Province,District Number,Party,Candidate name,"Candidate Gender L=Male, P=Female",Candidate list position
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PAN,IKA LISTIANI,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Gerindra,IRAWAN RONODIPURO,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKN,IVONY ODITRI LUSI,PEREMPUAN,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PAN,JIHAD ASIA PUSTAKAWAN,LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Garuda,JOHANES EKO PRASETIYO,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKS,JOKO KRISTIYANTO,LAKI - LAKI,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Nasdem,"JOKO PURNOMO, S.S.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Nasdem,JOKO SANTOSO,LAKI - LAKI,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Golkar,"JULAIKAH, S.Pd.",PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKB,"JUMADI, S.Pd.I.",LAKI - LAKI,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Nasdem,KENEDI,LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKS,"KHARIS RAHARJO, S.E., M.Si.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Buruh,KHOIRU NIAM,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PSI,"KHOLIFATUN NADLIROH, S.K.M.",PEREMPUAN,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PPP,LULUK ELYANA,PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PPP,"MAHBUB ROSYIDI, S.Ag., S.H.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PBB,"MAHFUDIN, S.H.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PSI,MARIA NATALIA,PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Ummat,MARSUDI,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKB,MARWAN JAFAR,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PAN,"Mayjen TNI (Purn.) BAMBANG HARYANTO, S.Sos., M.M.",LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Gerindra,"Mayjen. TNI (Purn.) H. ADI SUDARYANTO, S.I.P.",LAKI - LAKI,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKN,"MOCHAMAD ROCHIM, S.H.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Garuda,"MOCHTAR PELLU, S.H.",LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Hanura,MOH HAIDAR ALFAIRUZ,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PPP,MOH. ABDUL GHOFUR,LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PPP,MOH. ARWANI THOMAFI,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKS,MUFTI MUTTAQI,LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKB,MUH. ARIF RUBA'I,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PPP,MUHAMMAD AHMAD FAISHOL,LAKI - LAKI,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PBB,MUHAMMAD ARIFIN,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Buruh,MUHAMMAD RIZKI,LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Buruh,MUJITO,LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Golkar,MUNARYO,LAKI - LAKI,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKN,NASRUDIN,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Buruh,NESIA ANGGELITA DEWI,PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PAN,"NIRA BRASSISCA CHINENSIS, S.E.",PEREMPUAN,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PPP,NUR ALIYAH,PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Golkar,"NURIKASARI, S.E, M.A.P.",PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Garuda,NURMALA,PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKS,NURYATI,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Gelora,PANCAWATI,PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PDIP,"PRAJNA PARAMITA KIRANA, S.E.",PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Demokrat,PUJIYANTO,LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Hanura,PURBO WIDODO,LAKI - LAKI,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PAN,RADEN RORO DILLA DAMAYANTI,PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PBB,RARAS SETYAWATI,PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Gelora,"RATIH SUKMAWATI, S.Pd.",PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Golkar,RENGGA KRISTIANTO,LAKI - LAKI,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PSI,"Retno Yuli Astuti, A.Md.",PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PAN,RICO DWI CAHYO,LAKI - LAKI,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PDIP,"RIYANTA, S.H.",LAKI - LAKI,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PSI,RONY WIJAYANTO,LAKI - LAKI,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Demokrat,RUKANI,LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Garuda,RUSDI BAHAWAN,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PPP,RUSYDI,LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Perindo,RUTH SULANTY MANIK,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Garuda,SILVYA FITRIANI,PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKS,SINTA NUR ISZAH,PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PBB,SITI MARFUAH,PEREMPUAN,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PDIP,SOEHARTONO,LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Buruh,SOFIATUN AL MUJAIDAH,PEREMPUAN,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Golkar,"SRI ENIK, S.E.",PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Nasdem,SRI MULYANI,PEREMPUAN,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Perindo,SRI SUYANTI,PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Ummat,SRI WINARNI,PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Gerindra,"SUDEWO, S.T., M.T.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Hanura,"SUGENG, S.Sos.",LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Ummat,SUGIYANTO,LAKI - LAKI,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Ummat,SUHARTATI,PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Gerindra,"SUKARTI, A.Md.",PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Gelora,SUKARYO,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Hanura,SULISTYOWATI,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Ummat,SUMI PANJAITAN,PEREMPUAN,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Demokrat,SUTRISNO,LAKI - LAKI,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Perindo,SUTRISNO,LAKI - LAKI,9
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Gelora,"SUTRIYONO, M.Si.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Nasdem,TAUFIQUR ROHMAN,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Buruh,TESSA HASTUTI,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Golkar,"TISNA AMIJAYA, S.E., M.M.",LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Perindo,TRI WARMANTO SULAKSONO,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Hanura,TUTIK SUDARWATI,PEREMPUAN,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKN,VERY ARISANDI,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PKN,WONDO IS BANDI HONIN,LAKI - LAKI,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Gerindra,"YOHANES KHRISTOFORUS TIWU, S.H.",LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,Nasdem,ZHAFIRA ZAYYANA PUTRI GANINDA,PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH III,PBB,ZUFRI OKTO EFENDRI,LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Buruh,ABDUL KARIM NASHIR AMRULLAH,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKN,ADRIANI UDJE,PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PPP,AGUSSALIM HASGA,LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PDIP,"AGUSTINA WILUJENG PRAMESTUTI, S.S., M.M.",PEREMPUAN,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Perindo,"AGUSTINUS ADI SRI TJAHJONO, S.E.",LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Demokrat,AHMAD SUBHAN,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Gelora,AI MIMIN,PEREMPUAN,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PDIP,ALI ASSEGAF,LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PPP,"AMNI SURYANI, S.Si., M.Si.",PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Golkar,"ANA SETIANINGSIH, S.E.",PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKS,ANDRI BUDIONO,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Gelora,ANGGA HARIADY,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Demokrat,ANIE WIDYASTUTI,PEREMPUAN,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Garuda,ANISA KARTIKAWATI,PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Garuda,BAGUS ARIEF BUDIMAN,LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PPP,BECCE,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Gerindra,"BEKTI WIRATMAKA, S.H.",LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Gerindra,"BIMO PRASETYO WICAKSONO, S.M.",LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Perindo,BRM. NUGROHO IMAN SANTOSO,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PAN,"BURDA ULFY, S.Sos.",PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Hanura,BUSTAMIL HISYAM,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PSI,CAHYANI OKTA KUS SERAWATI,PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Nasdem,CHR KRISTANTO WONOSANTOSO,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Demokrat,Darwanti,PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Nasdem,"DEDY RAMANTA, S.H., M.H.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PDIP,DIAH PIKATAN O. PUTRI HAPRANI,PEREMPUAN,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKN,DIANA JELITA HENUK,PEREMPUAN,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKB,"DJOKO WASESO, S.H., M.M.",LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PDIP,"DOLFIE O. F. P., S.T.",LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Gerindra,"Dr. (C) Ir. H. TRI AGUS BAYUSENO, M.H., M.Si.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PAN,"Dr. H. PRIYO BUDI SANTOSO, M.A.P.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Perindo,"Dr. Ir. H. KOESNADI NOTONEGORO, S.H., M.Hum.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Golkar,Dra. HENNY IDA ASTUTI,PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PPP,Drs. ARIF RACHMAN HAKIM,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKS,"Drs. HAMID NOOR YASIN, M.M.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Golkar,"Drs. JULIYATMONO, M.M., M.H.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKB,"Drs. TATAG PRABAWANTO B., M.M.",LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Buruh,DWI HARJANTO WIRAWAN,LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Ummat,DWI HARTATI,PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Garuda,EDY PURNOMO,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Nasdem,"EDY SANTOSA, S.H., M.H.",LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PSI,"EKA VERA RAHMI, S.Psi.",PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKB,EKO KURNIAWAN,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PBB,"FADHLI ADI, M.Si.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKN,FARHAN MAULANA RIZKIANSYAH,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Gelora,FAUZI WAHYU MUNTORO,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Nasdem,FLORENTINA MULYANINGSIH,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Gerindra,FUJIATI AKBARI TRIANA,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKB,"H. MOHAMAD SOFWAN, M.Hum.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKB,"H. SRI KUNTORO BUDIYANTO, S.E.",LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Golkar,"H. SUGIYATNO ADI PRAYITNO, S.E., M.M.",LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Demokrat,"H. WIDJANARKO, S.T., M.Sc.",LAKI - LAKI,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKS,"HADI SANTOSO, S.T., M.Si.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PPP,HALIPANHAR,LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Perindo,HANA GHINA FAUZIYYAH,PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Demokrat,HANDAYANI,PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PAN,"HARI ADIKUSUMA, S.E.",LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Golkar,"Hj. ENDANG MARIA ASTUTI, S.Ag., S.H., M.H.",PEREMPUAN,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Gerindra,"Hj. JULI TRI KISWORINI, S.E., M.M., M.H.",PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Ummat,HUSEIN ALAMSYAH,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKN,I PUTU GOPI,LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Garuda,ILHAM FAUZI,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PDIP,"Ir. BAMBANG WURYANTO, M.B.A.",LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Gerindra,"Ir. SRIYANTO SAPUTRO, M.M.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Buruh,ISTINI,PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PSI,"JOHNY NELSON SIMANJUNTAK, M.H.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PSI,JOKO SUSANTO,LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Golkar,JONET PURWADI,LAKI - LAKI,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PDIP,K. IDA ROKHAYATI,PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PAN,"K.H. ABDULLAH ZAILANI, S.E., S.Ag., M.Pd., M.Si.",LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKB,KRISNA BUNGA WARDANI,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PBB,"LIA AMBARWATI, S.K.M.",PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKS,LILIS SURYANI,PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PBB,"LIS PURWANTI, S.Sos.",PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKB,"LULUK NUR HAMIDAH, M.Si.",PEREMPUAN,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PPP,"MAILINDA NURHAFIZA, S.E., M.M.",PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Nasdem,MARDIANA INDRASWATI,PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PAN,"Mayjen TNI (Purn.) Dr. H. SUDIBYO, S.E., D.S.S., M.Si.",LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Ummat,MOCHAMMAD THERA HANJASWARA,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Gerindra,"MUHAMMAD BAROKAH SETIADHARMA, S.H., M.H., M.Si.",LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Buruh,MUHAMMAD RYANDHIKA AJI,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Perindo,"MULYONO, S.E.",LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Golkar,MURSALIM,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Perindo,MUTMAINNAH,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Demokrat,NINA AGUSTIN,PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Garuda,NUR'AINI,PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKS,NURUL RETNO NAWANGSIH,PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKN,OKTOVIANUS M. PISDON,LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Nasdem,"PARDIMAN, S.H.",LAKI - LAKI,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PDIP,"PARYONO, S.H., M.H.",LAKI - LAKI,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Buruh,PEBRIAN RAHMAN HAKIM,LAKI - LAKI,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKS,PEDRAYANI,PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKN,PRASTOWO,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Buruh,"PUJI ASTUTI, S.Kom.",PEREMPUAN,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKN,R. SOETOMO POETRO,LAKI - LAKI,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Buruh,RATIH RAHMADHINY ZAKARIA,PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PSI,"RATNA TRI UTAMI, S.Sos.",PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Hanura,REGITA SUMOLANG,PEREMPUAN,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Demokrat,"RINTO SUBEKTI, S.E., M.M.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PKS,ROHMAH TRI WIGATI,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Ummat,SAFRI TRICOKO,LAKI - LAKI,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Nasdem,"SAPTO NUGROHO, S.P.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Garuda,SINDI MUTIA ARISKA,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Perindo,SITI NURAZIZAH,PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Ummat,SRI EKO PURNOMO,LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Garuda,SRI MURTINI,PEREMPUAN,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PPP,SUGINO,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PAN,"SUNARMIN, S.E., M.M.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PSI,"SUROTO, S.T.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PSI,SUTRISNO,LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,Ummat,TANTRI TRIANI,PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PBB,"YAYAN YANUARI, S.E., M.M.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IV,PAN,"YULI PRAHMAWATI, S.H.",PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Ummat,"ABDULLAH SUNGKAR, S.T., M.T.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Ummat,"ACHMAD BUCHORI, S.Pd.I.",LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Garuda,ADE IRAWAN,LAKI - LAKI,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Garuda,ADJIE RAKASIWI,LAKI - LAKI,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Golkar,"AGUNG WIDYANTORO, S.H., M.Si.",LAKI - LAKI,1
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Hanura,AGUS MULYADI,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,PKN,AGUSTINUS RATU TADJA,LAKI - LAKI,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Buruh,Ahmad Mujahidin,LAKI - LAKI,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Perindo,"ANDRI TRIYANTORO, S.H., M.Kn.",LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Gerindra,ANGGA SURYA PUTRA,LAKI - LAKI,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Buruh,Ani Priyanti,PEREMPUAN,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Nasdem,ANISA BAHAR,PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Garuda,ANISA MEILIYANA,PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Gerindra,"ANITA LISTIAWATI, S.E., M.M.",PEREMPUAN,8
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,PKB,ANNETE INDIRA ASTRI,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,PKN,ARINY FRANSISKA NUARTY TAHU,PEREMPUAN,2
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,PKN,ARSITA SARI TEFA,PEREMPUAN,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Gerindra,BELLA PUTRI MULYA,PEREMPUAN,5
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Gelora,CASMAN,LAKI - LAKI,4
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Gelora,DEWI RAHAYU,PEREMPUAN,7
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,PSI,DIANA PARAMITA,PEREMPUAN,3
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Demokrat,DINAR QUEENTINA NOOR AZIZIA RIFQI,PEREMPUAN,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,Nasdem,dr. BUDI SUTRISNO,LAKI - LAKI,6
2024,DPR,JAWA TENGAH ,JAWA TENGAH IX,PDIP,"Dr. DEWI ARYANI, M.Si.",PEREMPUAN,4
